aX,aY,aZ
0.3,0.503,0.964
0.298,0.478,0.916
0.306,0.459,0.765
0.312,0.419,0.837
0.322,0.406,0.813
0.326,0.38,0.777
0.324,0.371,0.767
0.325,0.355,0.756
0.304,0.342,0.744
0.29,0.314,0.723
0.264,0.307,0.716
0.255,0.299,0.718
0.242,0.294,0.72
0.237,0.301,0.738
0.243,0.307,0.756
0.249,0.323,0.799
0.263,0.328,0.822
0.267,0.344,0.874
0.288,0.348,0.899
0.303,0.355,0.947
0.315,0.352,0.979
0.313,0.339,0.991
0.311,0.334,1.004
0.305,0.323,1.007
0.304,0.318,1.007
0.311,0.315,1.005
0.3,0.31,0.999
0.31,0.322,0.995
0.311,0.321,0.982
0.306,0.317,0.976
0.304,0.317,0.957
0.298,0.313,0.946
0.303,0.313,0.925
0.283,0.314,0.909
0.285,0.319,0.893
0.284,0.332,0.887
0.284,0.335,0.877
0.289,0.335,0.877
0.293,0.334,0.871
0.3,0.328,0.871
0.301,0.328,0.869
0.316,0.336,0.872
0.325,0.338,0.884
0.334,0.339,0.892
0.336,0.34,0.903
0.346,0.339,0.907
0.348,0.34,0.912
0.349,0.344,0.915
0.348,0.353,0.917
0.346,0.351,0.921
0.471,0.517,1.04
0.454,0.585,1.004
0.414,0.621,0.982
0.382,0.672,0.926
0.326,0.691,0.901
0.305,0.711,0.855
0.273,0.717,0.837
0.255,0.733,0.808
0.238,0.741,0.794
0.23,0.755,0.769
0.198,0.766,0.76
0.19,0.79,0.748
0.171,0.802,0.747
0.163,0.786,0.744
0.138,0.781,0.738
0.14,0.784,0.727
0.146,0.79,0.713
0.155,0.815,0.689
0.166,0.882,0.693
0.175,0.906,0.653
0.178,0.87,0.634
0.176,0.874,0.623
0.107,0.876,0.615
0.131,0.841,0.655
0.193,0.853,0.677
0.198,0.888,0.717
0.202,0.871,0.728
0.189,0.802,0.761
0.205,0.781,0.806
0.254,0.812,0.886
0.244,0.761,0.859
0.208,0.694,0.859
0.139,0.69,0.879
0.203,0.786,0.904
0.282,0.844,0.865
0.294,0.918,0.757
0.308,0.947,0.723
0.308,0.997,0.678
0.316,1.021,0.664
0.303,1.033,0.61
0.274,1.035,0.582
0.26,1.046,0.51
0.241,1.038,0.478
0.235,1.006,0.424
0.233,0.985,0.411
0.232,0.942,0.403
0.224,0.894,0.39
0.212,0.871,0.38
0.195,0.909,0.367
0.192,0.957,0.346
0.183,0.945,0.337
0.175,0.874,0.366
0.163,0.844,0.39
0.16,0.771,0.434
0.173,0.747,0.449
0.187,0.711,0.461
0.216,0.681,0.463
0.358,0.663,0.476
0.264,0.662,0.479
0.281,0.665,0.491
0.305,0.67,0.502
0.317,0.68,0.533
0.351,0.687,0.539
0.399,0.682,0.515
0.431,0.683,0.499
0.446,0.684,0.456
0.469,0.695,0.422
0.446,0.708,0.258
0.45,0.739,0.258
0.46,0.765,0.25
0.431,0.808,0.21
0.391,0.813,0.078
0.302,0.816,0.026
0.263,0.811,-0.035
0.197,0.769,-0.045
0.174,0.739,-0.043
0.136,0.725,-0.046
0.121,0.723,-0.045
0.097,0.696,-0.04
0.085,0.671,-0.029
0.072,0.675,-0.026
0.062,0.665,-0.039
0.056,0.664,-0.042
0.06,0.662,-0.045
0.085,0.653,-0.042
0.132,0.631,-0.024
0.165,0.63,-0.004
0.235,0.638,0.002
0.267,0.651,-0.001
0.329,0.683,-0.008
0.358,0.691,-0.021
0.417,0.712,-0.021
0.448,0.725,-0.029
0.516,0.731,-0.034
0.577,0.725,-0.032
0.598,0.727,-0.012
0.671,0.763,-0.017
0.677,0.729,-0.026
0.669,0.717,-0.015
0.661,0.716,-0.015
0.632,0.674,-0.022
0.616,0.657,-0.033
0.594,0.606,-0.034
0.58,0.545,-0.029
0.544,0.512,-0.019
0.554,0.514,-0.024
0.546,0.479,-0.042
0.535,0.471,-0.06
0.53,0.473,-0.074
0.531,0.475,-0.116
0.539,0.476,-0.148
0.587,0.493,-0.153
0.621,0.501,-0.147
0.711,0.507,-0.131
0.763,0.503,-0.096
0.851,0.49,-0.08
0.887,0.469,-0.064
0.923,0.463,-0.066
0.959,0.432,-0.057
0.407,0.724,0.865
0.416,0.699,0.91
0.414,0.682,0.92
0.407,0.653,0.948
0.434,0.644,0.97
0.519,0.599,1.056
0.417,0.61,1.026
0.359,0.59,0.974
0.323,0.555,0.971
0.303,0.543,0.998
0.287,0.548,1.006
0.271,0.53,0.983
0.239,0.529,0.976
0.235,0.557,0.974
0.232,0.568,0.976
0.224,0.586,0.968
0.218,0.587,0.956
0.216,0.596,0.95
0.217,0.603,0.929
0.212,0.629,0.916
0.21,0.651,0.887
0.207,0.676,0.882
0.222,0.681,0.871
0.229,0.687,0.861
0.226,0.687,0.846
0.226,0.711,0.836
0.245,0.724,0.834
0.259,0.724,0.834
0.28,0.718,0.838
0.286,0.711,0.847
0.298,0.699,0.85
0.307,0.668,0.862
0.333,0.654,0.996
0.347,0.632,0.881
0.372,0.625,0.889
0.384,0.594,0.921
0.405,0.58,0.935
0.398,0.571,0.933
0.382,0.569,0.928
0.382,0.563,0.928
0.381,0.561,0.928
0.382,0.555,0.928
0.379,0.546,0.924
0.376,0.523,0.907
0.369,0.523,0.895
0.374,0.53,0.887
0.383,0.539,0.883
0.387,0.563,0.872
0.402,0.578,0.868
0.409,0.627,0.865
0.434,0.66,0.87
0.451,0.741,0.933
0.45,0.852,1.04
0.436,1.218,1.362
0.544,1.393,1.557
0.643,1.452,1.967
0.758,1.324,2.08
0.747,0.796,2.053
0.683,0.527,1.833
0.661,0.161,1.556
0.604,0.043,1.193
0.574,-0.041,0.988
0.476,-0.006,0.798
0.285,0.105,0.744
0.184,0.177,0.677
0.027,0.308,0.657
-0.014,0.367,0.635
-0.043,0.442,0.621
-0.043,0.462,0.614
0.002,0.453,0.625
0.041,0.429,0.663
0.123,0.391,0.687
0.163,0.374,0.726
0.232,0.366,0.737
0.251,0.352,0.736
0.268,0.348,0.731
0.271,0.341,0.705
0.255,0.338,0.691
0.248,0.342,0.682
0.227,0.344,0.683
0.223,0.349,0.691
0.22,0.353,0.697
0.222,0.351,0.717
0.219,0.366,0.863
0.215,0.435,0.83
0.195,0.477,0.893
0.191,0.509,1.034
0.205,0.489,1.215
0.224,0.431,1.191
0.289,0.4,1.223
0.32,0.349,1.227
0.358,0.33,1.175
0.381,0.296,1.139
0.381,0.29,1.07
0.373,0.313,1.037
0.362,0.339,0.989
0.336,0.399,0.972
0.324,0.426,0.941
0.308,0.464,0.929
0.306,0.469,0.909
0.307,0.468,0.906
0.309,0.463,0.897
0.306,0.447,0.894
0.306,0.438,0.89
0.306,0.427,0.885
0.301,0.422,0.868
0.298,0.408,0.862
0.293,0.401,0.846
0.285,0.39,0.837
0.282,0.389,0.83
0.276,0.387,0.826
0.277,0.389,0.82
0.279,0.395,0.82
0.282,0.398,0.819
0.286,0.406,0.82
0.288,0.408,0.828
0.291,0.415,0.837
0.295,0.415,0.857
0.301,0.419,0.866
0.309,0.545,1.163
0.311,0.547,1.163
0.31,0.549,1.161
0.31,0.552,1.151
0.294,0.553,1.146
0.284,0.551,1.133
0.265,0.55,1.123
0.253,0.543,1.11
0.235,0.535,1.107
0.226,0.516,1.101
0.217,0.508,1.098
0.21,0.504,1.082
0.195,0.508,1.079
0.189,0.514,1.062
0.178,0.522,1.051
0.175,0.532,1.022
0.171,0.542,0.88
0.173,0.556,0.972
0.194,0.561,0.956
0.2,0.576,0.92
0.217,0.585,0.903
0.226,0.58,0.864
0.285,0.597,0.831
0.285,0.623,0.818
0.246,0.614,0.789
0.217,0.616,0.781
0.24,0.64,0.739
0.253,0.647,0.706
0.254,0.638,0.652
0.249,0.63,0.636
0.247,0.633,0.616
0.237,0.608,0.606
0.269,0.63,0.585
0.239,0.574,0.546
0.249,0.571,0.576
0.317,0.562,0.581
0.346,0.582,0.548
0.387,0.571,0.535
0.413,0.58,0.539
0.461,0.626,0.543
0.464,0.655,0.555
0.478,0.723,0.532
0.434,0.708,0.448
0.456,0.718,0.489
0.509,0.649,0.652
0.607,0.812,0.658
0.593,0.83,0.588
0.579,0.783,0.589
0.541,0.741,0.591
0.616,0.712,0.651
0.651,0.708,0.666
0.623,0.715,0.628
0.613,0.722,0.562
0.606,0.752,0.546
0.592,0.769,0.52
0.567,0.806,0.508
0.554,0.813,0.457
0.538,0.822,0.431
0.534,0.82,0.373
0.54,0.844,0.349
0.526,0.845,0.275
0.515,0.798,0.225
0.49,0.811,0.204
0.47,0.844,0.163
0.442,0.844,0.144
0.433,0.819,0.122
0.424,0.811,0.113
0.42,0.801,0.112
0.406,0.793,0.108
0.399,0.767,0.102
0.387,0.754,0.091
0.376,0.758,0.068
0.371,0.768,0.057
0.369,0.784,0.058
0.369,0.789,0.079
0.377,0.793,0.093
0.375,0.788,0.12
0.378,0.768,0.134
0.386,0.755,0.159
0.412,0.734,0.167
0.422,0.721,0.172
0.445,0.696,0.172
0.443,0.706,0.132
0.437,0.733,0.108
0.431,0.741,0.042
0.432,0.736,0.009
0.435,0.727,-0.005
0.434,0.719,-0.02
0.435,0.697,-0.022
0.433,0.685,-0.019
0.443,0.672,-0.015
0.45,0.659,-0.005
0.45,0.648,-0.004
0.446,0.617,-0.008
0.437,0.607,-0.016
0.44,0.585,-0.012
0.442,0.575,-0.001
0.441,0.555,0.005
0.444,0.555,0.012
0.451,0.564,0.007
0.452,0.569,-0.015
0.442,0.571,-0.029
0.434,0.57,-0.059
0.431,0.565,-0.066
0.438,0.559,-0.073
0.453,0.553,-0.07
0.463,0.533,-0.063
0.467,0.521,-0.064
0.468,0.501,-0.073
0.475,0.491,-0.08
0.49,0.464,-0.089
0.504,0.449,-0.083
0.542,0.429,-0.075
0.561,0.42,-0.063
0.593,0.413,-0.065
0.605,0.407,-0.072
0.614,0.384,-0.075
0.619,0.364,-0.087
0.626,0.36,-0.1
0.364,0.528,1.123
0.372,0.533,1.189
0.512,0.559,1.232
0.419,0.585,1.172
0.292,0.625,1.152
0.293,0.614,1.134
0.269,0.59,1.135
0.254,0.57,1.16
0.25,0.556,1.173
0.253,0.533,1.191
0.242,0.526,1.191
0.238,0.527,1.181
0.228,0.526,1.171
0.222,0.516,1.157
0.218,0.506,1.152
0.219,0.494,1.134
0.217,0.494,1.123
0.218,0.484,1.11
0.176,0.473,1.097
0.153,0.443,1.065
0.134,0.433,1.06
0.134,0.437,1.04
0.133,0.432,1.031
0.146,0.43,1.009
0.159,0.427,1
0.166,0.424,0.975
0.174,0.426,0.962
0.184,0.429,0.932
0.18,0.44,0.915
0.174,0.438,0.901
0.209,0.454,0.898
0.214,0.475,0.941
0.177,0.593,0.993
0.219,0.987,1.153
0.407,1.097,1.229
0.431,1.098,1.384
0.47,0.917,1.481
0.468,0.76,1.632
0.39,0.319,1.627
0.373,0.138,1.581
0.485,0.118,1.488
0.535,0.158,1.206
0.57,0.216,1.094
0.577,0.26,0.963
0.555,0.445,0.922
0.549,0.529,0.896
0.508,0.515,0.895
0.493,0.521,0.883
0.453,0.514,0.872
0.416,0.524,0.835
0.363,0.525,0.818
0.356,0.517,0.793
0.38,0.512,0.784
0.395,0.487,0.781
0.411,0.466,0.783
0.41,0.42,0.772
0.39,0.399,0.762
0.375,0.362,0.731
0.34,0.353,0.717
0.324,0.354,0.699
0.296,0.36,0.699
0.286,0.371,0.717
0.27,0.373,0.731
0.272,0.366,0.774
0.291,0.362,0.807
0.306,0.352,0.87
0.332,0.351,0.895
0.34,0.347,0.932
0.345,0.348,0.955
0.334,0.348,0.964
0.325,0.35,0.967
0.319,0.353,0.966
0.309,0.356,0.964
0.298,0.352,0.962
0.286,0.354,0.963
0.284,0.346,0.968
0.281,0.338,0.98
0.28,0.326,0.986
0.289,0.327,0.991
0.296,0.325,0.991
0.303,0.322,0.994
0.305,0.318,1
0.308,0.319,0.999
0.311,0.325,0.989
0.309,0.325,0.972
0.31,0.323,0.966
0.318,0.319,0.967
0.316,0.311,0.96
0.298,0.31,0.949
0.292,0.313,0.931
0.286,0.319,0.92
0.287,0.323,0.918
0.287,0.324,0.921
0.28,0.31,0.926
0.274,0.303,0.943
0.266,0.297,0.953
0.267,0.296,0.972
0.274,0.305,0.979
0.279,0.31,0.997
0.288,0.314,1.004
0.288,0.32,1.018
0.285,0.334,1.023
0.287,0.336,1.03
0.279,0.328,1.034
0.277,0.325,1.044
0.275,0.324,1.051
0.273,0.326,1.058
0.273,0.34,1.06
0.276,0.348,1.06
0.279,0.372,1.06
0.283,0.386,1.057
0.29,0.41,1.054
0.297,0.42,1.053
0.303,0.431,1.051
0.306,0.435,1.049
0.309,0.431,1.047
0.303,0.42,1.044
0.281,0.381,1.051
0.273,0.359,1.067
0.427,0.584,1.034
0.44,0.609,1.037
0.463,0.649,1.043
0.488,0.687,1.088
0.603,0.815,1.136
0.685,1.044,1.286
0.872,1.245,1.416
0.903,1.556,1.772
0.779,1.724,1.928
0.76,1.761,2.074
0.601,1.369,2.029
0.459,0.566,1.779
0.335,0.203,1.648
0.254,-0.196,1.324
0.212,-0.267,1.17
0.258,-0.292,0.904
0.241,-0.236,0.812
0.181,-0.031,0.732
0.041,0.097,0.71
-0.05,0.313,0.707
-0.053,0.379,0.692
-0.002,0.434,0.696
0.058,0.444,0.73
0.192,0.468,0.742
0.242,0.472,0.742
0.323,0.462,0.737
0.352,0.458,0.737
0.391,0.443,0.732
0.402,0.44,0.731
0.412,0.454,0.727
0.407,0.453,0.72
0.407,0.431,0.722
0.406,0.422,0.734
0.411,0.4,0.738
0.407,0.377,0.746
0.402,0.364,0.754
0.4,0.334,0.777
0.398,0.322,0.788
0.399,0.298,0.812
0.407,0.29,0.827
0.408,0.29,0.85
0.382,0.286,0.848
0.375,0.29,0.866
0.36,0.298,0.876
0.351,0.299,0.901
0.341,0.297,0.919
0.335,0.323,0.986
0.317,0.352,1.031
0.315,0.4,1.134
0.333,0.407,1.187
0.345,0.366,1.243
0.342,0.345,1.256
0.358,0.327,1.247
0.38,0.315,1.21
0.385,0.307,1.109
0.385,0.314,1.069
0.253,0.346,1.017
0.348,0.36,0.996
0.322,0.395,0.997
0.309,0.402,0.982
0.275,0.407,0.982
0.272,0.414,1
0.282,0.432,1.009
0.283,0.425,1.018
0.293,0.397,1.031
0.299,0.383,1.052
0.311,0.355,1.057
0.315,0.343,1.058
0.321,0.329,1.056
0.322,0.326,1.05
0.317,0.336,1.046
0.314,0.346,1.044
0.308,0.37,1.047
0.305,0.381,1.046
0.297,0.387,1.045
0.293,0.386,1.045
0.297,0.371,1.048
0.299,0.364,1.062
0.319,0.362,1.069
0.332,0.365,1.07
0.338,0.376,1.067
0.34,0.382,1.073
0.353,0.401,1.076
0.358,0.414,1.066
0.363,0.439,1.056
0.362,0.448,1.037
0.354,0.456,1.031
0.342,0.455,1.024
0.321,0.449,1.019
0.312,0.452,1.013
0.307,0.45,1.011
0.307,0.444,1.007
0.305,0.439,1.005
0.305,0.43,0.995
0.308,0.428,0.99
0.307,0.438,0.972
0.302,0.45,0.96
0.3,0.455,0.938
0.293,0.464,0.921
0.29,0.473,0.887
0.3,0.473,0.874
0.3,0.612,0.855
0.299,0.51,0.854
0.305,0.533,0.859
0.318,0.539,0.859
0.332,0.528,0.857
0.367,0.546,0.855
0.386,0.58,0.86
0.411,0.592,0.857
0.426,0.589,0.862
0.448,0.584,0.864
0.45,0.597,0.838
0.404,0.594,0.799
0.403,0.552,0.834
0.444,0.53,0.867
0.463,0.526,0.89
0.485,0.523,0.866
0.497,0.535,0.818
0.515,0.539,0.801
0.513,0.851,0.651
0.508,0.875,0.649
0.513,0.875,0.659
0.49,0.857,0.659
0.461,0.86,0.668
0.454,0.855,0.669
0.434,0.845,0.661
0.398,0.834,0.643
0.395,0.84,0.647
0.382,0.815,0.635
0.348,0.818,0.639
0.355,0.814,0.653
0.35,0.811,0.657
0.353,0.812,0.678
0.37,0.805,0.706
0.395,0.793,0.719
0.393,0.777,0.732
0.395,0.758,0.743
0.407,0.749,0.764
0.417,0.732,0.775
0.425,0.725,0.795
0.431,0.721,0.799
0.407,0.703,0.8
0.408,0.715,0.803
0.41,0.711,0.794
0.403,0.704,0.79
0.406,0.706,0.781
0.407,0.693,0.768
0.375,0.694,0.754
0.379,0.711,0.751
0.386,0.711,0.722
0.367,0.706,0.71
0.359,0.712,0.693
0.362,0.712,0.679
0.357,0.712,0.657
0.363,0.725,0.651
0.366,0.735,0.648
0.392,0.758,0.653
0.4,0.768,0.668
0.426,0.783,0.677
0.435,0.782,0.711
0.451,0.759,0.728
0.454,0.748,0.764
0.467,0.73,0.788
0.475,0.726,0.831
0.481,0.719,0.847
0.486,0.716,0.872
0.478,0.707,0.873
0.468,0.702,0.871
0.457,0.697,0.863
0.452,0.697,0.852
0.419,0.691,0.848
0.407,0.694,0.85
0.385,0.692,0.843
0.371,0.675,0.834
0.369,0.671,0.834
0.365,0.646,0.818
0.333,0.647,0.808
0.34,0.649,0.805
0.368,0.644,0.81
0.384,0.651,0.804
0.325,0.663,0.783
0.311,0.649,0.766
0.307,0.642,0.764
0.325,0.636,0.769
0.348,0.627,0.775
0.36,0.615,0.8
0.385,0.604,0.814
0.388,0.577,0.835
0.383,0.561,0.841
0.383,0.528,0.847
0.377,0.515,0.848
0.369,0.493,0.851
0.371,0.485,0.85
0.368,0.485,0.831
0.359,0.486,0.819
0.354,0.485,0.792
0.322,0.482,0.774
0.321,0.468,0.773
0.32,0.464,0.769
0.309,0.479,0.734
0.278,0.489,0.713
0.135,0.488,0.682
0.233,0.494,0.672
0.231,0.459,0.675
0.239,0.437,0.699
0.245,0.403,0.714
0.252,0.393,0.73
0.26,0.381,0.753
0.278,0.373,0.759
0.282,0.366,0.768
0.29,0.371,0.774
0.291,0.371,0.779
0.294,0.379,0.787
0.292,0.396,0.786
0.293,0.405,0.788
0.298,0.412,0.789
0.301,0.413,0.787
0.317,0.421,0.786
0.327,0.429,0.786
0.351,0.432,0.789
0.36,0.429,0.803
0.38,0.418,0.81
0.391,0.411,0.825
0.413,0.404,0.83
0.42,0.405,0.838
0.441,0.401,0.843
0.453,0.377,0.872
0.438,0.402,0.877
0.44,0.409,0.862
0.437,0.389,0.863
0.432,0.381,0.892
0.422,0.382,0.912
0.418,0.387,0.925
0.427,0.379,0.939
0.44,0.381,0.982
0.463,0.401,1.041
0.466,0.451,1.165
0.413,0.578,1.236
0.46,0.699,1.387
0.467,0.671,1.434
0.42,0.585,1.422
0.39,0.398,1.361
0.338,0.307,1.323
0.301,0.273,1.103
0.282,0.284,0.95
0.269,0.335,0.761
0.256,0.369,0.722
0.243,0.364,0.665
0.232,0.359,0.652
0.227,0.368,0.661
0.229,0.366,0.676
0.257,0.332,0.68
0.274,0.316,0.701
0.306,0.273,0.721
0.322,0.266,0.796
0.355,0.262,0.835
0.364,0.26,0.895
0.396,0.304,0.917
0.405,0.325,0.928
0.411,0.348,0.934
0.416,0.354,0.956
0.407,0.342,0.965
0.407,0.339,0.985
0.403,0.33,0.99
0.4,0.333,0.99
0.394,0.343,0.985
0.392,0.345,0.965
0.395,0.351,0.952
0.395,0.363,0.927
0.398,0.387,0.914
0.398,0.391,0.892
0.394,0.39,0.887
0.387,0.389,0.874
0.368,0.378,0.873
0.362,0.37,0.872
0.356,0.352,0.874
0.357,0.346,0.882
0.368,0.334,0.886
0.375,0.304,0.893
0.417,0.282,0.908
0.454,0.252,0.937
0.511,0.246,0.942
0.515,0.248,0.921
0.502,0.25,0.907
0.494,0.285,0.897
0.392,0.389,0.995
0.279,0.444,1.105
0.299,0.356,1.016
0.367,0.372,0.988
0.447,0.388,0.962
0.453,0.354,0.864
0.432,0.321,0.835
0.424,0.306,0.871
0.399,0.294,0.862
0.388,0.303,0.848
0.371,0.301,0.852
0.357,0.35,0.822
0.302,0.35,0.88
0.34,0.348,0.895
0.338,0.325,0.885
0.341,0.299,0.885
0.347,0.312,0.916
0.35,0.305,0.911
0.36,0.29,0.913
0.343,0.25,0.873
0.34,0.245,0.75
0.341,0.231,0.87
0.333,0.238,0.883
0.325,0.237,0.886
0.346,0.235,0.89
0.344,0.221,0.879
0.34,0.203,0.874
0.358,0.185,0.882
0.362,0.175,0.88
0.367,0.164,0.887
0.379,0.169,0.894
0.396,0.166,0.895
0.397,0.165,0.895
0.399,0.174,0.898
0.403,0.182,0.897
0.412,0.209,0.89
0.405,0.219,0.88
0.381,0.222,0.883
0.362,0.223,0.878
0.321,0.234,0.872
0.305,0.245,0.863
0.281,0.258,0.855
0.271,0.257,0.845
0.254,0.229,0.853
0.254,0.221,0.856
0.268,0.215,0.85
0.277,0.204,0.85
0.302,0.179,0.86
0.314,0.167,0.873
0.344,0.159,0.879
0.36,0.163,0.895
0.39,0.168,0.905
0.407,0.155,0.912
0.436,0.147,0.917
0.451,0.127,0.925
0.466,0.119,0.927
0.468,0.09,0.928
0.462,0.082,0.931
0.456,0.082,0.936
0.455,0.088,0.939
0.46,0.093,0.942
0.47,0.088,0.944
0.474,0.068,0.943
0.476,0.06,0.941
0.479,0.054,0.933
0.481,0.056,0.925
0.482,0.055,0.912
0.489,0.065,0.911
0.488,0.097,0.906
0.49,0.102,0.905
0.495,0.101,0.896
0.504,0.094,0.881
0.577,0.887,1.342
0.664,1.283,1.322
1.143,1.354,1.584
1.234,0.868,1.815
1.06,0.482,1.402
0.734,-0.147,1.149
0.563,-0.312,0.776
0.383,-0.353,0.709
0.375,-0.221,0.797
0.439,-0.114,0.878
0.475,0.002,0.988
0.495,0.006,0.978
0.488,0.005,0.913
0.45,0.025,0.892
0.441,0.08,0.88
0.433,0.102,0.889
0.433,0.118,0.917
0.425,0.099,0.904
0.415,0.049,0.89
0.395,0.018,0.753
0.397,-0.016,0.847
0.391,-0.024,0.848
0.39,-0.026,0.852
0.385,-0.031,0.846
0.385,-0.045,0.838
0.378,-0.059,0.835
0.385,-0.084,0.816
0.399,-0.104,0.795
0.459,-0.09,0.815
0.527,-0.051,0.844
0.594,0.041,0.937
0.612,0.073,0.96
0.631,0.135,0.96
0.63,0.151,0.964
0.615,0.151,0.964
0.61,0.013,0.955
0.597,0.111,0.964
0.584,0.082,0.983
0.545,0.068,0.999
0.514,0.059,1.052
0.427,0.039,1.071
0.377,0.006,1.097
0.284,-0.012,1.091
0.256,-0.055,1.071
0.228,-0.069,1.054
0.238,-0.082,1.022
0.284,-0.084,0.878
0.356,-0.067,0.987
0.374,-0.061,0.965
0.356,-0.062,0.943
0.359,-0.078,0.869
0.356,-0.096,0.847
0.361,-0.094,0.84
0.376,-0.088,0.848
0.386,-0.061,0.872
0.409,-0.047,0.887
0.419,-0.029,0.886
0.424,-0.016,0.879
0.436,0.002,0.875
0.437,0.004,0.888
0.4,0.032,0.902
0.392,0.072,0.927
0.391,0.109,0.933
0.395,0.126,0.946
0.395,0.148,0.951
0.397,0.147,0.981
0.413,0.148,0.996
0.417,0.144,1.009
0.403,0.122,1.007
0.39,0.108,0.991
0.362,0.079,0.978
0.346,0.066,0.944
0.31,0.037,0.931
0.295,0.015,0.914
0.264,-0.01,0.907
0.25,-0.011,0.895
0.219,-0.002,0.895
0.203,0.046,0.906
0.181,0.079,0.915
0.17,0.118,0.928
0.62,0.46,1.8
0.726,0.257,1.002
-0.18,-0.057,0.599
0.713,-0.614,1.62
0.472,-0.418,1.101
0.284,0.371,1.185
0.301,-0.011,1.077
0.177,0.165,0.692
0.408,0.082,0.999
0.486,-0.047,0.821
0.582,-0.09,0.86
0.548,-0.178,0.874
0.533,-0.186,0.699
0.264,-0.168,0.815
0.188,-0.083,0.83
0.164,-0.089,1.196
-0.104,0.108,1.052
-0.029,0.077,1.141
0.115,0.163,0.957
0.118,-0.179,2.284
-0.436,0.283,1.414
-0.024,-0.076,0.524
-0.166,-0.24,0.452
-0.091,-0.035,0.51
-0.076,-0.102,1.461
0.203,0.121,1.863
0.045,-0.109,0.86
0.12,-0.032,1.218
0.151,-0.098,1.145
0.245,-0.18,1.093
0.262,-0.188,1.087
0.24,-0.18,1.079
-0.214,0.104,0.662
0.04,-0.026,1.255
0.028,0.158,1.018
0.043,0.152,1.118
0.044,0.066,1.025
0.052,0.029,1.044
0.059,0.015,1.012
